2409,Tel Basta,220,b
2410,Van Halen,248,Dirty Movies
2411,Teenage Fanclu,204,The Sun Shines From You
2412,Epidemic,205,Catalyst (LP Version)
2413,Dark Fortress,459,Ghastly Indoctrination
2414,Eddie Turner,306,Rise
2415,Los Chichos,242,Vuelve Junto A Mi
2416,Birmingham Jubilee Singers,184,Toot Toot Dixie Bound
2417,Jimmy Wakely,171,Midnight Wind
2418,Deodato,378,Night Cruiser (Album Version)
2419,Jeff & Sheri Easter,241,There Is a Way
2420,X-Raided,247,Assisted Suicide 2
2421,Kary Ng,188,Lian Ai Tian Chi
2422,Jeff Beck Group,340,Ice Cream Cakes
2423,Malina,239,Shagi po bitomu steklu
2424,Mista,259,If My Baby (LP Version)
2425,Steve Smith,270,Better Off That Way
2426,Sugar Minott,226,Informer
2427,Cedric Gervais Featuring Caroline,396,b
2428,The King Sisters & Alvino Rey,163,The Army Air Corps
2429,Suzi Quatro,217,b
2430,Humanzi,110,Anxiety
2431,Gene Latter,167,Groove It
2432,Billy May & His Orchestra,147,Tenderly
2433,Kings Of Leon,168,Genius
2434,Kurupt_ Rosco_ Jayo Felony & 40 Glocc,192,She Flock To Me
2435,Christie Hennessy,332,Roll Back The Clouds
2436,The Jeremy Spencer Band,206,b
2437,The Stooges,43,Studio Dialogue (#19)
2438,Candy Lo,244,Ji Nian Pin
2439,b,199,Evil Hearted Ada
2440,Eddie Cantor,145,b
2441,Marga Gomez,26,Introduction
2442,Roberto Roena,224,Oriza Eh
2443,Tum Tum [DJ Drop Mix],87,b
2444,Rocio Jurado,238,Mi Amante Amigo
2445,Salieri,238,b
2446,Royal S,95,IAI
2447,Steve Chou,270,Yang Guang He Xu
2448,The Brooklyn Tabernacle Choir,226,Everything I Desire
2449,Everyday Sunday,168,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version)
2450,DOWN,265,b
2451,Buckwheat Zydeco,246,Hot Tamale Baby
2452,Charley Pride,163,Let The Chips Fall
2453,Louis Prima & Keely Smith,239,b
2454,Yami Bolo,234,The Wonders
2455,Killswitch Engage,254,In A Dead World (Album Version)
2456,Pardesi,368,Dama Dam Mast Kalander
2457,Andy Griffith,190,Jesus Walked This Lonesome Valley  (The Christmas Guest Album Version)
2458,Crazy Girl,323,Get Picked Up
2459,Les Ogres De Barback,189,Printemps
2460,Memphis Jug Band,161,Ambulance Man
2461,Nelson Ned,241,La Barca
2462,Juan Farcik,325,Laziness
2463,Mich\xc3\xa8le Arnaud,172,Avec lui
2464,Saigon Kick,233,ICU
2465,Nicho Hinojosa,183,Tomame O Dejame
2466,Lyrics Born,256,Over You (feat Joyo Velarde_ prod DJ Shadow)
2467,The Refreshments,195,b
2468,Michael Jackson,192,Just A Little Bit Of You
2469,X-Raided,359,b
2470,The Nelons,237,Only A Look
2471,DJ Nasty,191,Do It
2472,Incubus,353,Just A Phase
2473,Irma Thomas,146,b
2474,Ram\xc3\xb3n Vargas;Vesselina Kasarova;Vladimir Jurowski,234,Werther - Lyric Drama in four Acts/Act I/R\xc3\xaave! Extase! Bonheur!
2475,Sizzla,197,Love & Devotion
2476,King Curtis with Jack Dupree,329,b
2477,Omni,479,It Is What It Is (feat Anton X)
2478,Michael McDonald,255,b
2479,Orchestra e Coro del Palacio de Bellas Artes Di Citt\xc3\xa1 del Messico_ Oliviero De Fabritiis_ Maria Call,370,b
2480,Giuseppi Logan,454,Bop Moon
2481,Radio Moscow,255,Broke Down
2482,Vusi Mahlasela,250,Amdokwe
2483,Alacranes Musical,284,Indita Mia (Album Version)
2484,The Roches,243,Mr Sellack (Album Version)
2485,Tam Tam Go!,216,Hypnotise The Cat
2486,John D Loudermilk,123,Nassau Town
2487,Tina Ann,395,Too Late (Orange Factory Extended Mix)
2488,Kraftwerk,272,Pocket Calculator (2009 Digital Remaster)
2489,Conjunto Mar Azul,203,Dime
2490,Pumpkin Buzzard,61,b
2491,Margaret Becker,193,Look Me In The Eye
2492,William Orbit,270,Harry Flowers
2493,Ron Goodwin,99,The Lull Before The Storm
2494,The Elders,241,Gonna Take a Miracle
2495,Stille Volk,276,Orgasme Tellurique
2496,F-4,262,SAMJHO NA
2497,Doug MacLeod,337,The Sun Shine Down My Way
2498,Jimmy Hughes,177,Neighbor_ Neighbor
2499,Emotion Code,319,Trace Of Time
2500,Stevie Ray Vaughan And Double Trouble,166,Mary Had A Little Lam
2501,L7,163,b
2502,Ma Rainey,183,Hear Me Talking To You
2503,Bill Perry,217,Man  On The Side
2504,Billy Price_ Fred Chapellier,280,The wrong woman
2505,Angela Dimitriou,99,Den Mporo Na Figo
2506,Ann Hampton Callaway,347,Skylark
2507,b,261,MVP
2508,Hatebreed (int License),174,Between Hell and A Heartbeat [Explicit]
2509,Moments In Grace,195,Broken Promises (album version)
2510,Connie Smith,125,b
2511,Uphill Battle,166,Thresh Hold
2512,Barbara Fairchild,236,Boulevard In Heaven
2513,Orquesta Arag\xc3\xb3n,182,Mambo del Beso
2514,Wilks featuring pee wee ellis,210,Boogie
2515,Nick Cave & The Bad Seeds,315,Stagger Lee
2516,Dave And Ansel Collins,151,Two Four One
2517,Nine Inch Nails,256,Survivalism
2518,D\xc3\x89SOL\xc3\x89,145,Provisoirement
2519,K-OS,161,AquaCityBoy
2520,Pascal Obispo,231,Chlore
2521,Bob Sinclar,342,Lala Song (Matesi DJ 
2522,John Brown,221,Sarah Palin {I Wanna Lay Pipe}
2523,Buddy Miles,177,Santa Claus Is Coming To Town
2524,Tanto Metro & Devonte,208,Fat Tianne
2525,Mau Mau,255,Neir
2526,Michael McDonald,195,Nowhere To Run
2527,Darwin Hobbs,307,Mercy (Album Version)
2528,The Black Crowes,348,Sting Me
2529,Dee Clark,133,b
2530,Cocoa Tea,241,Cooling Out
2531,IYOV,257,I See War
2532,Claw Hammer,231,Brother Brick Says
2533,Carlos Jimenez,324,b
2534,Timo Maas,132,UBIK The Breakz (feat Martin Bettinghaus) - Radio Mix
2535,Kashief Lindo,190,If You Think You Are Lonely Now
2536,The Almost,187,Little Drummer Boy
2537,Alas,628,Silencio De Aguas Profundas
2538,Sofi Marinova,190,Studen plamuk
2539,Los Ninos De Sara,226,Lioraras
2540,The Gentle Good,400,Hiraeth am Feirion
2541,Small Faces,136,Saylarvee (LP Version)
2542,Jimmy Riley,225,Conversation
2543,Backstreet Boys,236,The Call
2544,1 Futurologischer Congress,196,Die Art von Mann
2545,Tom Collier,411,b
2546,Heavenly,327,Liberty
2547,Julien Clerc,264,b
2548,Los Morros Del Norte,130,Raza Cristalera
2549,Moon Mullican,181,The Tie That Binds
2550,Helen Love,156,First Boyfriend
2551,Yuko Kanzaki,145,Seikurabe (Karaoke)
2552,Moonface,508,G G Kah
2553,30 Seconds To Mars,245,The Mission
2554,Suicidal Tendencies,61,Two-Sided Politics
2555,Grace Gale,247,La Matanza
2556,King Tee,109,On Tha Rox
2557,Alain Morisod,241,b
2558,b,655,Medley Final
2559,X,233,All Over Now
2560,Sui Generis,335,Cuando Ya Me Empiece A Quedar Solo
2561,Eminem,397,Beautiful
2562,Sunnyland Slim,344,No More Troubles
2563,Stew,299,LA Arteest Caf\xc3\xa9
2564,Cauda Pavonis,205,Juggernaut
2565,Twista,259,Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version)
2566,Geddy Lee,271,Runaway Train (LP Version)
2567,Planetakis,234,Letters to Norway
2568,Rick Ross,105,They Know (Remix)
2569,Seal,354,Still Love Remains (Album Version)
2570,The Fureys,198,The First Leaves Of Autumn
2571,Jim Jones / Max ,256,Bright Lights_ Big City
2572,Simply Red,258,Maybe Someday
2573,Juana Molina,213,j Uh!
2574,B\xc3\xa9zu,155,Le clair de lune \xc3\xa0 maubeuge
2575,David Meece,268,Seventy Times Seven (LP Version)
2576,Ayo,534,Life Is Real
2577,Red Hot Chili Peppers,319,Snow [Hey Oh] [Live Version]
2578,Mothers Pride,244,Silence
2579,Byzantine,300,Absolute Horizon
2580,Halfway to Gone,255,Turnpike
2581,Robben Ford,367,Spoonful
2582,Charlie Cruz,280,Si Te Dicen Por Ahi
2583,Jacques Douai,122,b
2584,The Steeles,231,On The Road To Emmaus
2585,Sleepy John Estes,197,Need More Blues
2586,Beherit,185,Werewolf_ Semen And Blood
2587,Bobby Darin,210,Moritat (Mack The Knife)
2588,Nick Colionne,215,If You Ask Me
2589,SNAP!,404,Beauty Queen (12
2590,Elliot Goldenthal,305,Pickled Heads
2591,Mercedes Castro,197,El Capiro
2592,Marco Beltrami,209,Revelations
2593,Hermeto Pascoal,131,Little Cry For Him (Chorinho Pra Ele) (LP Version)
2594,Jedi Mind Tricks,205,Silence
2595,Joe Satriani,300,b
2596,Michael Stanley Band,220,Lost In The Funhouse Again
2597,Uman,319,The White Spirit
2598,John Williams,229,Escape From The City
2599,The Gentle Good,197,b
2600,Lauren Wood,352,Time Zone (Album Version)
2601,Ray Pillow,129,b
2602,Baby Bash,309,If Your Na Na Get Wet
2603,Mariah Carey,241,Mine Again
2604,Frankie J,273,Gone
2605,George Nooks,222,No One Knows
2606,Vangelis,573,Procession
2607,Babylon Disco,181,Multiplayer
2608,Maria Bamford,127,Vennette
2609,Rubyhorse,228,The  First Of The Year
2610,Tyrone Davis,194,Ooh La La
2611,Flora Purim,246,b
2612,THE CHIFFONS,156,b
2613,Marcie Blane,143,b
2614,Atman,284,The Traveller
2615,Elizabeth Cotten,295,Freight Train
2616,Sonora Santanera,167,Cuando Quieres Tu
2617,Tommy McLain,196,Let It Be Me
2618,Flor Silvestre,207,Aquel Amor
2619,David Lynch,618,Unicorn
2620,Ensiferum,352,Into Battle
2621,Eluveitie,307,(Do)Minion
2622,Dark Party,261,Active
2623,Janet Jackson,67,b
2624,Janice Vidal,246,Li Jia Chu Zou
2625,Albin Myers,493,Times Like These
2626,Hot Live Guys,138,b
2627,Kanda Bongo Man,554,Djessy
2628,M\xc3\xbam,249,Nightly Cares
2629,Alex,247,Love Selecta (feat Iffectz & Marwa)
2630,Marvin Sapp,393,Whosoever Will (LP Version)
2631,Eluveitie,78,A Girls Oath
2632,Jo Privat,146,Rossignol Montmartrois (Polka)
2633,Steel Pulse,231,Ku Klux Klan
2634,b,176,Anybody Seen My Girl
2635,Bob Marley,173,Lively Up Yourself
2636,Rachael Lampa,269,b
2637,Buzzcocks,144,Get On Our Own
2638,David Zinman;Pittsburgh Symphony Orchestra,641,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3 Adagio non troppo
2639,Rickie Lee Jones,314,Just My Baby
2640,Cece Winans,292,Because Of You
2641,Sofia Karlsson,340,I denna ljuva sommartid
2642,Backstreet Boys,173,Shape Of My Heart
2643,Mystic Rhythms Band,206,Firedance
2644,Epitaph,494,Hopelessly
2645,Rodney O_ Joe Cooley,222,b
2646,Jerry Goldsmith,110,The Keys
2647,Alexis HK,98,Juste Une Fois
2648,Steve Erquiaga,184,Prelude In C Minor From The Well Tempered-Clavier
2649,Robert Palmer,247,Love Can Run Faster
2650,Sigmatropic,263,The Blue Side of The Sun
2651,Neon Blonde,170,New Detroit
2652,Soul Ballet,224,da da Diamonds
2653,Milk Inc,204,b
2654,Korn,197,Proud
2655,b,355,Communication (More Mix)
2656,Joy Division,128,Passover
2657,Bob Crosby,171,Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago)
2658,The Frantic,146,Rock & Roll Renegade
2659,Ruffneck,201,b
2660,Devo,141,Soo Bawlz
2661,Sofia Karlsson,165,Bl\xc3\xa5sut
2662,The Perrys,241,By Faith I Can Touch Him Now
2663,Shirley Caesar,408,Wait On The Lord  (LP Version)
2664,The Jets,280,Curiosity
2665,Dolce; Orange Factory,419,Fire (Orange Factory Dub)
2666,Rihanna,235,Music Of The Sun
2667,Tin Hat Trio,407,Width Of The World
2668,DJ Nasty,188,Houston Anthem
2669,Bill & Gloria Gaither,175,Til The Storm Passes By
2670,Angelo Badalamenti,86,Dinner Party Pool Music
2671,Venice,186,More Than One Love
2672,Tommy Torres,219,Pegadito
2673,Kanye West,189,Street Lights
2674,Smash Palace,274,Death of Me
2675,Natural Elements,246,More Than Vocals (MTV)
2676,Dakis,210,Sentimento (Asteri_ Asteraki)
2677,Dave Brockie Experience,126,Slips Of Paper
2678,Emotion Code,503,Mesmerise The Future Part 1
2679,Debbie Davies,243,Backseat Driver
2680,Matisyahu,242,Refuge
2681,Bow Wow Wow,167,Sex
2682,Der Plan,218,Engel
2683,Sergio Franchi,165,Oh Little Town Of Bethlehem
2684,Ashton Shepherd,260,Old Memory
2685,Janet Paschal,207,The Lord Will Go Before You
2686,Lonnie Brooks,156,Mama Talk To Your Daughter (take 2)
2687,I Wayne,244,Grow Proper
2688,Roy Rogers,146,My Chickasay Girl
2689,Jazzy ,411,Soorma
2690,Les Ogres De Barback,404,Flamme & co
2691,Coffinberry,146,Welcome To Hell
2692,Janitor Joe,169,Boyfriend
2693,Young-Holt Unlimited,266,b
2694,Charlie Peacock,355,b
2695,Brent Lam,250,All The Difference In The World
2696,George Lopez,211,Memmer? U Memmer!
2697,Rokia Traor\xc3\xa9,273,Koronoko
2698,Vodka Collins,220,b
2699,Mastodon,262,Megalodon
2700,Joe Rogan,179,Telepathy/Ted Haggard Got Cured of the Gay
2701,Brenda Boykin,263,Be My Lover
2702,Tom Cochrane,320,Washed Away
2703,Erik Berglund,371,b
2704,Red Hot Chili Peppers,231,American Ghost Dance (2003 Digital Remastered)
2705,James Newton Howard,95,Voices
2706,Faith Yang,134,Song 2
2707,Roger Reynolds,842,Binaural Presentation - Focus On A Beam Emptied Of Thinking_ Outward
2708,Toots Thielemans,302,Sophisticated Lady
2709,SOJA,295,Watch Them
2710,Jim Reeves,145,b
2711,The Del McCoury Band,154,Asheville Turnaround
2712,Les Hou-Lops,156,Pour toute la vie
2713,Ketty D,203,Spacer
2714,Jeff And Sheri Easter,185,b
2715,Sonic Subjunkies,238,Backlash
2716,b,378,Broke Down On The Brazos (Album)
2717,Ray Conniff,126,Popsy
2718,Sir Douglas Quintet,193,b
2719,Michelle Tumes,189,Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version)
2720,Major Lance,141,Come See
2721,Bad Azz,255,Ghetto
2722,Kitty Wells,172,This White Circle
2723,Defect & Quixotic,267,WristStraining Order
2724,Mario Rosenstock,339,Radio Roy II
2725,b,205,Down at the Mardi Gras
2726,Static-X,268,Love Dump (Demo Version)
2727,She Satellites,149,No-Satellites
2728,Saman,243,Roorasty
2729,Smart Alex,543,Chinz Ninja (Rui Da Silva mix)
2730,OutKast,366,Call Of Da Wild
2731,Michael Jackson,281,Dirty Diana
2732,Bukka White,342,Single Man Blues
2733,AFS,220,b
2734,Jim Reeves,121,b
2735,Wet Wet Wet,222,Weightless (Demo)
2736,Tsar,220,Conqueror Worm
2737,Martin Sexton,144,White Christmas
2738,Elliot Goldenthal,91,Arrows Of The Gods
2739,Dave Valentin,262,San Juan
2740,Casual,188,Classic Material
2741,Jimmy Burns,211,b
2742,Claire Elzi\xc3\xa8re,152,Au mariage des Levon-Lecu (Live)
2743,Dino,206,Wonderful Peace
2744,Luke Vibert,420,Mate Tron
2745,Ice,285,Time Will Tell
2746,Spiral Stairs,65,Ladies And Gentlemen
2747,Rea_ Chris,366,E
2748,Scar Symmetry,326,Deviate From The Form
2749,Tito Puente,180,Mambo Tipico
2750,Silverchair,213,The Door
2751,Willie Bobo,197,Dichoso
2752,Lifehouse,215,Better Luck Next Time
2753,Carlos Ponce,223,Todo Lo Que Soy
2754,Ricardo Arjona,219,La mujer que no sone (Album)
2755,Tyrone Wells,252,b
2756,BB King,237,Early In The Morning
2757,John Sebastian,189,b
2758,Andre Verchuren,153,Valse Des Montagnes
2759,Scar Symmetry,237,The Three-Dimensional Shadow
2760,Concretes,204,Souvenirs
2761,Izzy Stradlin And The Ju Ju Hounds,267,Train Tracks
2762,Don Campbell,223,Unchain Us
2763,David Lynch,214,Carry The Light
2764,Cotton Candy,269,Hot Weiners (All The Way)
2765,Frank Marino & Mahogany Rush,336,Down_ Down_ Down
2766,John Wayne,192,Call The Police
2767,The Incurables,187,Scared
2768,Bert Kaempfert,184,b
2769,H-Town,249,b
2770,Voyager Series,103,b
2771,JERRY WALLACE,180,b
2772,Beenie Man Featuring Janet Jackson,215,Feel It Boy (Deep Dish Danchall Remix) (Feat Janet Jackson)
2773,Georges Brassens,184,Aupr\xc3\xa8s De Mon Arbre
2774,Morgion,341,Basking Under a Blacksun Dawning
2775,4Him,238,Freedom
2776,Wild Horses,338,Let It Bleed
2777,David Meece,211,Touch My Hand [Remastered]
2778,Freddie King,286,Hide Away
2779,Danny Wilson,167,Never Gonna Be The Same
2780,Malefaction,34,Beothuck
2781,Jope Ruonansuu,126,Uu-Pee-\xc3\x84mm\xc3\xa4t
2782,Marcie Blane,139,After The Laughter
2783,Charlie Walker,124,That Little Ole Wine Drinker Me - Original
2784,Slum Village,204,CB4 (Instrumental Mix)
2785,Twista,163,Pop Pop
2786,Francis Dunnery,277,Grateful & Thankful
2787,Perrey And Kingsley,137,The Minuet Of The Robots
2788,Youves,100,Another Djemba Djemba
2789,Maurice Larcange,276,b
2790,Mau Mau,285,Paseo Col\xc3\xb2n
2791,Cats In Boots,208,Shotgun Sally
2792,Firehouse,285,Rock On The Radio
2793,The Panic Channel,227,Awake
2794,Chris Standring,256,Fat Tuesday
2795,El Gran Silencio,249,Recordar Es Vivir
2796,Ismael Due\xc3\xb1as,537,You do something to me
2797,The Galactic Heroes,120,Cherokee
2798,FU-Schnickens,276,Heavenly Father
2799,Sonny Terry & Brownie McGhee,182,Try Me One More Time
2800,Bad Azz,237,When You See Me
2801,Anan\xc3\xa9,409,Plastic People (Original Mix)
2802,Rocker-T,321,One Million Matches
2803,Ana Popovic,322,U Complete Me (Blues Version - Bonus Track)
2804,B\xc3\xa9zu,214,Viens boire un petit coup \xc3\xa0 la maison
2805,Baby D,231,Let Me Be Your Fantasy
2806,Gertrudis,215,La Nit De Reis
2807,Emilio,164,Stuck On Your Love
2808,Lunasicc,304,b
2809,Juelz Santana / Bezel,254,Violence
2810,The Fontane Sisters,127,Seventeen (Digitally Remastered)
2811,Tiny Tim,126,Baby Face
2812,The Cure,250,Cut Here
2813,I Nuovi Angeli,231,Carovana
2814,Jean-Jacques Goldman,236,La Vie Par Procuration
2815,Eddie Turner,254,Secret
2816,Joshua Rifkin,282,Fig Leaf Rag  (LP Version)
2817,b,670,A Night in Tunisia
2818,Paul Glazby,541,Beautiful
2819,White Heart,222,Nothing But The Best
2820,Barbara Lusch,214,Come On-a My House
2821,Patti Smith,293,Wing
2822,Saga,294,Believe
2823,Gary Hobbs,228,So\xc3\xb1ando En Ti
2824,Vrse Murphy,240,Cremona (Instrumental)
2825,CC Adcock,168,Loaded Gun
2826,John Mayall & The Bluesbreakers,142,Blues City Shake Down
2827,The Fabulous Thunderbirds,229,Why Get Up
2828,2 Minutos,179,Vos No Confiaste
2829,Michelle Tumes,203,There Is A Redeemer (Your Love Broke Through Album Version)
2830,Luke Bryan,192,What Country Is
2831,Thriller U,226,Memories
2832,Alex,298,b
2833,Rocio Jurado,245,Paloma Negra
2834,Lennie Tristano,557,317 East 32nd
2835,Dead Kennedys,184,Kill the Poor
2836,RL Burnside,257,Over The Hill
2837,Twinkle Twinkle Little Rock Star,235,Jamming
2838,Cut Copy,312,Future
2839,Tim Wilson,164,Naked Enough
2840,Salt The Wound,96,The Beginning
2841,The Cars,234,Drive
2842,Van Halen,248,b
2843,De La Soul / MF Doom,185,Rock CoKane Flow
2844,Shriekback,297,Running On The Rocks
2845,At All Cost,220,These Nest Five Years
2846,Mississippi Mass Choir,185,It Came To Pass (Part II)
2847,Utopia,208,Magic Dragon Theatre
2848,The Ruby Suns,70,Function Of The Sun
2849,Schoolyard Heroes,277,I Want Your Soul For Christmas
2850,Malkit Singh,256,Nach Ke VEkha Bhabhiyie
2851,Mannheim Steamroller,149,b
2852,Wolfmother,260,Dimension
2853,John Tchicai,89,Faroe Cave Song
2854,Suicidal Tendencies,269,b
2855,Bert Kaempfert,154,Cha Cha Brasilia
2856,ColdWorld,344,Schmerzensschreie
2857,The Chap,213,Gimme Legs
2858,David Banner,183,Bush
2859,The Rapture,277,The Devil
2860,Paul Cantelon,210,Mary In Labor
2861,Ice,421,Shining
2862,Richard Lloyd,172,Number Nine (LP Version)
2863,Adam Ant,203,Friend Or Foe
2864,June Hutton,138,For The First Time
2865,Rainbow,299,b
2866,Marc Et Claude,361,b
2867,Leroy Hutson,170,Love The Feeling - Original
2868,Pee Wee Crayton,164,b
2869,Fl\xc3\xa4skkvartetten / Th\xc3\xa5str\xc3\xb6m,185,tkk
2870,Gabinete Caligari,183,Caray!
2871,Marc Perrone,202,La marine
2872,Ancient Astronauts,330,Crescent Moon
2873,Basic Channel,811,Radiance I
2874,Symphony in Peril,245,Inherent Scars
2875,Usher,286,Trading Places
2876,Greg Vaccariello,133,b
2877,Wailing Souls,213,I Am a Rasta Man
2878,JC Lodge,286,Dub It
2879,Mike Brooks,132,Woman of Shiloh
2880,Kathy Mattea,156,The Southern Soldier Boy
2881,This Moment,213,Bon Demain
2882,Varios,168,Zurezko Olerkia
2883,The Fabulous Thunderbirds,287,When I Get Home
2884,The Perrys,115,b
2885,Small Faces,157,b
2886,Enter the Haggis,381,b
2887,The Chi-Lites,260,Love Of My Life
2888,George Lopez,153,Memories
2889,Jerry Lewis,142,It All Depends On You
2890,Stephen Marley / Damian Marley,247,The Traffic Jam
2891,Charlie Khan,208,b
2892,Red I Flight,179,Rock Biter (Album Version)
2893,White Heart,273,Edge Of The Dream (Emergency Broadcast Album Version)
2894,Jo-El Sonnier,194,Broken Hearted Side Of New Orleans
2895,Steinski,169,Hot Spot (Terrible Love Mix)
2896,Chuck Wicks,222,If We Loved
2897,Yahir,285,Pasa el tiempo
2898,Lexi,244,Dial Me
2899,Cali,156,Resistance
2900,Tommy Sands,142,Sing Boy Sing
2901,Beyonc\xc3\xa9,230,Irreplaceable (Irreemplazable)
2902,DJ Harry,309,Shadows
2903,Babbie Mason,236,b
2904,Rated R,249,Shoulda Did
2905,Diamanda Galas,191,Vena Cava 8
2906,Black Eyed Peas / Terry Dexter,275,Magic
2907,Beenie Man,230,Imagination
2908,Be Bop Deluxe,197,Between The Worlds
2909,Rolfe Kent,112,b
2910,Nu Flavor,242,Sprung (Cibola Mix W/ Rap)
2911,Maurice Chevalier,214,La Romance De La Pluie
2912,ISRAEL & NEW BREED,151,Spoken Words by Bishop Joseph Garlington
2913,POD,188,Ya Mama (Palm Springs Demo)
2914,Reel Big Fish,205,Veronica Sawyer (Album)
2915,Mystery,216,Faith
2916,Jacques Douai,136,Chanson De La Patience
2917,Eko Fresh,234,Et k\xc3\xbctt wie et k\xc3\xbctt
2918,Buju Banton,256,Searching
2919,Jacques Douai,189,Le Dormeur du Val
2920,Bill Douglas,273,Sapphire
2921,Beyonc\xc3\xa9,212,Ring The Alarm
2922,Alvin Youngblood\xc2\xa0Hart,159,Ouachita Run (Album Version)
2923,Gene Chandler,163,b
2924,Legacy Five,286,The Blood Covers It All (Live)
2925,The Del McCoury Band,173,b
2926,Christos Dantis,246,Kenourgia Fotia
2927,Walter Jackson; Arranged & conducted by Riley Hampton,211,Moonlight In Vermont
2928,J Bostron & Beretta,320,Now U Got It
2929,Mark Ashley,198,b
2930,Cindy Morgan,158,I Love You (LP Version)
2931,Deathstar,229,Decline Of the Western Civilization
2932,Generation X,291,Dancing With Myself (BBC In Concert 01/01/81)
2933,Vanessa Daou,222,Evening
2934,Laidback Luke & Diplo,315,Hey!
2935,Joe Satriani,185,Midnight
2936,Steve Vai,304,Brother
2937,Burning Spear,355,Civilized Reggae
2938,The Edgar Broughton Band,588,What Is A Woman For? (BBC In Concert)
2939,Aleks Syntek,232,Otra Parte De Mi (1997 Digital Remaster)
2940,Los Del Rio,249,Macarena
2941,Wes King,233,Cover To Cover
2942,Teijo Joutsela and Humppa-Veikot,159,Kes\xc3\xa4ilta Saimaalla
2943,Moon Mullican,157,b
2944,Jefferson Starship,329,Let me fly
2945,Ronny Eriksson,208,En fet man
2946,John Mayall,264,Now I Got A Woman
2947,Gary Moore,304,b
2948,Spiral Stairs,146,Stolen Pills
2949,Attack Attack,83,Outro
2950,Gym Class Heroes,134,Sloppy Love Jingle_ Pt 3 (Amended Album Version)
2951,Mighty Mighty Bosstones,168,Patricia
2952,Twinkle Twinkle Little Rock Star,238,A Dustland Fairytale
2953,The Booth Brothers,244,Through The Eyes Of Faith
2954,Vivian Khor,253,Loves Parting
2955,Anne Dudley,177,Still Lost in the Forest
2956,The Mustangs,174,So Many Roads
2957,Michael Jackson,222,b
2958,Marc Shaiman,106,Blame Canada ( From: South Park )
2959,Paul Simon,137,A Different Kind of Love
2960,K-OS,238,B-Boy Stance
2961,Eberhard Weber,279,Unfinished Self-Portrait
2962,Jimmy Herring,359,Lifeboat Serenade
2963,The Continentals,164,Christmas Time
2964,Neil Diamond,172,Song Sung Blue
2965,The Chieftains;Colin James,218,b
2966,45 Grave,163,Party Time
2967,Joe Turner_ Joe Houston_ L C Williams,171,Mean And Evil Blues
2968,JB Lenoir,114,I Feel So Good
2969,Screaming Jay Hawkins,128,I Need You
2970,b,58,Navy hymn
2971,Set Your Goals,52,We Do It For the Money_ OBVIOUSLY! (Demo)
2972,Tesla,210,b
2973,Charlie Rich,268,b
2974,Claw Hammer,263,Warm Spring Night
2975,The Ataris,246,The Hero Dies in This One
2976,Sharon Burch,193,Newborn Blessing (World)
2977,The Field Mice,335,Below The Stars
2978,Taboo,224,Dab_dab_doo-Party In The Jungle
2979,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,451,Plexis
2980,Koffi Olomid\xc3\xa9,445,Papito Charme
2981,White Heart,299,Sing Your Freedom
2982,Singing Melody,221,All They Want
2983,Svartthron,323,Sparnuotoji Doze Laukimas
2984,The Rolling Stones,183,Around And Around
2985,The Rongetz Foundation,456,NY Timbuctu
2986,b,335,Loko
2987,Fall Out Boy,189,Dance_ Dance
2988,Bob Marley & The Wailers,229,Cry On (Acoustic Demo)
2989,Claude Fran\xc3\xa7ois,197,Le chanteur malheureux
2990,Elephant Man,155,Bruk Out and Wine
2991,The Cate Brothers,223,Let It Be
2992,Tracy Byrd,182,b
2993,Jean Segurel,172,Viens Danser Jeannette
2994,Fran Perea,194,No me imagino
2995,Maria Muldaur,181,b
2996,Santana,153,Acapulco Sunrise
2997,Mustafa Sandal,227,Iki Tas Corba
2998,Johannes Linstead,294,Guayabera
2999,Dorothy Norwood,339,Packing Up
3000,Cinder,167,Mirror (Album)
3001,Fania All Stars,290,Donde
3002,Otis Spann,160,Must Have Been The Devil
3003,Kool Moe Dee,281,I Go To Work
3004,Lee Ritenour,274,Is It You?
3005,Big John Greer,145,Bottle It Up And Go
3006,Jaguares,302,El Momento
3007,Oak Ridge Boys,125,My Saviour Is Lord
3008,The Tragically Hip,318,Country Day
3009,Carman featuring Commissioned & The Christ Church Choir,326,Let The Church Rise
3010,Reni,191,Nema Dana Ni Meseca
3011,Raphael,198,Cantares
3012,Sammi Cheng,294,Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye
3013,Fiona,215,Why
3014,Cargo Cult,240,Helium
3015,Lord Sterling,315,Poison Lips
3016,Forensics,415,I Need To Talk To Hank Hank
3017,Gerard Lenorman,191,Soldats Ne Tirez Pas
3018,Cama,183,Walk With You
3019,Anat Ben David,132,Robot Kid
3020,Arturo Sandoval,271,Almendra
3021,Novika,268,Mikawa Miya
3022,Eldar,579,Dat Dere
3023,Oldelaf et Monsieur D,249,Rue de Nantes
3024,Eason Chan,271,Ren Lai Ren Wang
3025,The Fabulous Thunderbirds,127,b
